WELL,DEPTH,GR,RHOB,NPHI,PEF,DT,DTS,RT
15/9-F-1 B,3283.3,52.0361,2.328,0.1955,5.4656,80.7649,129.868,1.3815
15/9-F-1 B,3283.4,51.6984,2.323,0.21,5.4573,81.6653,133.0729,1.2886
15/9-F-1 B,3283.5,48.3528,2.3243,0.2155,5.4472,82.8825,136.3395,1.2145
15/9-F-1 B,3283.6,41.4435,2.3297,0.2079,5.4225,84.5745,139.6686,1.2436
15/9-F-1 B,3283.7,35.7413,2.335,0.2068,5.4009,85.9571,142.0386,1.3537
15/9-F-1 B,3283.8,32.7909,2.3341,0.2069,5.4076,87.1955,143.5729,1.8619
15/9-F-1 B,3283.9,32.2873,2.3224,0.2117,5.4587,88.2502,143.8904,2.1717
15/9-F-1 B,3284.0,32.2282,2.3002,0.2194,5.5584,88.8732,143.1648,1.3815
15/9-F-1 B,3284.1,33.8416,2.2768,0.224,5.664,89.3259,142.2411,1.2224
15/9-F-1 B,3284.2,35.5068,2.265,0.2277,5.7078,89.5862,141.307,1.4113
15/9-F-1 B,3284.3,36.5759,2.2659,0.2246,5.6549,89.7038,141.9548,1.5652
15/9-F-1 B,3284.4,39.406,2.2694,0.2174,5.5702,89.7942,142.6474,1.7289
15/9-F-1 B,3284.5,40.5438,2.2677,0.2103,5.5435,89.9048,142.4377,1.7936
15/9-F-1 B,3284.6,40.6464,2.2632,0.2069,5.5953,89.8166,142.1814,1.8007
15/9-F-1 B,3284.7,44.8061,2.2614,0.2078,5.6509,89.6911,141.8464,1.7422
15/9-F-1 B,3284.8,50.1485,2.2629,0.2117,5.6446,89.6582,141.3062,1.6577
15/9-F-1 B,3284.9,56.0439,2.2652,0.2161,5.625,89.5033,141.2901,1.4997
15/9-F-1 B,3285.0,64.5734,2.2706,0.219,5.6772,89.2772,141.5262,1.3931
15/9-F-1 B,3285.1,69.7016,2.285,0.2194,5.8064,88.9623,141.8997,1.3366
15/9-F-1 B,3285.2,68.3883,2.3092,0.2176,5.9523,88.5052,141.5974,1.2977
15/9-F-1 B,3285.3,63.1355,2.3377,0.2135,6.0629,87.9425,140.7902,1.2501
15/9-F-1 B,3285.4,54.6626,2.3582,0.2068,6.1264,87.1842,139.037,1.2287
15/9-F-1 B,3285.5,48.5898,2.3636,0.1978,6.1647,86.6394,137.8774,1.2674
15/9-F-1 B,3285.6,45.178,2.3642,0.1901,6.1865,86.2523,137.2175,1.5314
15/9-F-1 B,3285.7,44.4147,2.3725,0.1869,6.1629,86.0741,137.7599,1.3008
15/9-F-1 B,3285.8,45.8627,2.3859,0.1898,6.1007,86.0373,139.1583,1.0626
15/9-F-1 B,3285.9,44.8385,2.3941,0.1957,6.044,86.1183,141.2035,1.044
15/9-F-1 B,3286.0,44.4913,2.393,0.2001,6.0511,86.3581,142.7683,1.0952
15/9-F-1 B,3286.1,42.2769,2.3868,0.1998,6.1325,86.6623,145.0542,1.1444
15/9-F-1 B,3286.2,39.5016,2.3803,0.195,6.2343,87.0294,148.0037,1.2549
15/9-F-1 B,3286.3,36.6786,2.3739,0.1905,6.2765,87.6391,148.651,1.4042
15/9-F-1 B,3286.4,38.111,2.3647,0.1916,6.2086,88.3274,149.3086,1.521
15/9-F-1 B,3286.5,39.9602,2.3502,0.2035,6.0387,89.0994,150.0041,1.476
15/9-F-1 B,3286.6,41.1148,2.3288,0.2123,5.8353,89.5033,149.8776,1.403
15/9-F-1 B,3286.7,42.8272,2.3026,0.2234,5.6818,89.8251,149.508,1.3467
15/9-F-1 B,3286.8,45.8992,2.2797,0.2205,5.6249,90.0654,148.8699,1.344
15/9-F-1 B,3286.9,47.1446,2.2695,0.2153,5.6363,90.3273,147.7848,1.3652
15/9-F-1 B,3287.0,47.3623,2.2743,0.2107,5.6749,90.5348,146.7883,1.3551
15/9-F-1 B,3287.1,46.0028,2.2862,0.2109,5.7135,90.6461,146.0411,1.2846
15/9-F-1 B,3287.2,47.8862,2.2969,0.2151,5.7457,90.7951,146.1746,1.2451
15/9-F-1 B,3287.3,50.5133,2.3031,0.2193,5.7724,90.8879,146.3211,1.2404
15/9-F-1 B,3287.4,49.2133,2.305,0.2218,5.7808,90.847,146.1541,1.2822
15/9-F-1 B,3287.5,48.5455,2.3034,0.223,5.767,90.5665,145.966,1.3363
15/9-F-1 B,3287.6,50.9816,2.3,0.2246,5.7351,90.1007,145.5306,1.2853
15/9-F-1 B,3287.7,51.8846,2.2967,0.2266,5.697,89.3063,144.4539,1.2757
15/9-F-1 B,3287.8,52.7921,2.2944,0.2286,5.6946,88.1507,142.6751,1.2887
15/9-F-1 B,3287.9,53.2995,2.2934,0.2333,5.7536,86.6884,140.3443,1.2434
15/9-F-1 B,3288.0,52.4983,2.2961,0.2325,5.8722,84.5951,136.9379,1.1613
15/9-F-1 B,3288.1,51.4933,2.3074,0.2222,6.0079,81.9994,132.5225,1.3641
15/9-F-1 B,3288.2,48.6262,2.3304,0.2051,6.0723,79.1279,127.8966,1.7395
15/9-F-1 B,3288.3,39.0152,2.3573,0.1805,5.987,75.989,124.2784,2.9104
15/9-F-1 B,3288.4,25.8384,2.3725,0.1561,5.76,74.0017,121.7835,4.3661
15/9-F-1 B,3288.5,18.3489,2.3655,0.1383,5.4796,72.9378,120.1031,8.7706
15/9-F-1 B,3288.6,15.2047,2.3384,0.1295,5.2599,73.8915,119.8356,12.7775
15/9-F-1 B,3288.7,13.8674,2.3065,0.1268,5.1424,74.9301,120.292,15.3972
15/9-F-1 B,3288.8,13.886,2.2852,0.1258,5.1141,76.0564,121.2604,18.4921
15/9-F-1 B,3288.9,13.8131,2.2792,0.1232,5.1326,77.5241,122.6493,22.6961
15/9-F-1 B,3289.0,11.3217,2.2845,0.119,5.1638,78.9783,124.26,31.426
15/9-F-1 B,3289.1,10.4483,2.2916,0.1191,5.1886,80.4161,126.0435,43.5377
15/9-F-1 B,3289.2,10.3009,2.2938,0.1173,5.2,81.7146,127.7561,56.0109
15/9-F-1 B,3289.3,10.2458,2.2847,0.1238,5.1933,82.7529,129.5812,63.2899
15/9-F-1 B,3289.4,10.1719,2.2646,0.1324,5.1764,83.5371,131.5098,69.7181
15/9-F-1 B,3289.5,10.8667,2.2379,0.1388,5.1589,83.8005,132.8923,83.3838
15/9-F-1 B,3289.6,10.7569,2.2128,0.1415,5.1491,83.9994,134.0519,92.9871
15/9-F-1 B,3289.7,10.9757,2.1949,0.1414,5.1383,84.1312,134.9579,96.2802
15/9-F-1 B,3289.8,10.7612,2.1854,0.14,5.1143,84.0623,135.2346,103.7411
15/9-F-1 B,3289.9,10.9432,2.1839,0.139,5.0806,83.8982,135.3208,113.2148
15/9-F-1 B,3290.0,10.4329,2.1881,0.1394,5.0482,83.6187,135.1974,124.1161
15/9-F-1 B,3290.1,10.6906,2.1937,0.1408,5.0213,83.2906,134.9176,126.9266
15/9-F-1 B,3290.2,11.5838,2.1966,0.1422,4.9968,82.996,134.6468,134.6995
15/9-F-1 B,3290.3,11.7486,2.1958,0.1424,4.9801,82.7709,134.4248,129.1472
15/9-F-1 B,3290.4,10.5802,2.1933,0.1414,4.9856,82.7044,134.1068,129.8895
15/9-F-1 B,3290.5,9.5078,2.1912,0.1394,5.0092,82.6865,133.7851,126.1569
15/9-F-1 B,3290.6,9.9306,2.1903,0.1373,5.0447,82.7078,133.4938,129.4996
15/9-F-1 B,3290.7,10.7043,2.1903,0.1356,5.0843,82.7597,133.1196,125.4046
15/9-F-1 B,3290.8,10.4345,2.1922,0.1346,5.1233,82.7908,132.7942,125.7432
15/9-F-1 B,3290.9,10.5449,2.196,0.1351,5.1506,82.7462,132.6554,122.1862
15/9-F-1 B,3291.0,10.3439,2.2006,0.1372,5.1538,82.7834,132.2969,119.6149
15/9-F-1 B,3291.1,10.7469,2.2046,0.1401,5.1419,82.8321,131.9946,112.8529
15/9-F-1 B,3291.2,11.3099,2.2068,0.1416,5.1307,82.8234,132.1448,114.7002
15/9-F-1 B,3291.3,11.309,2.2076,0.1431,5.1208,82.7834,131.9485,118.8077
15/9-F-1 B,3291.4,11.2232,2.2074,0.139,5.0995,82.7147,131.5887,116.8923
15/9-F-1 B,3291.5,11.7964,2.2069,0.1325,5.0606,82.5764,131.1723,119.8019
15/9-F-1 B,3291.6,11.5236,2.2066,0.1313,5.0168,82.6294,130.8608,117.5492
15/9-F-1 B,3291.7,10.9692,2.2062,0.1317,4.9848,82.7771,130.6573,122.509
15/9-F-1 B,3291.8,10.1015,2.2058,0.1317,4.971,82.8671,130.7973,116.2512
15/9-F-1 B,3291.9,9.9217,2.2058,0.1308,4.9672,83.0365,130.9372,118.4326
15/9-F-1 B,3292.0,9.8189,2.2073,0.1298,4.9667,83.2501,131.0523,109.6297
15/9-F-1 B,3292.1,10.2029,2.2095,0.1293,4.9741,83.3688,130.8926,109.6176
15/9-F-1 B,3292.2,10.799,2.2106,0.1293,4.9818,83.3323,130.7616,108.1871
15/9-F-1 B,3292.3,9.4962,2.2103,0.1293,4.9761,83.1746,130.6578,103.1642
15/9-F-1 B,3292.4,9.4764,2.2083,0.1295,4.9425,83.1247,130.6736,102.8934
15/9-F-1 B,3292.5,10.0474,2.2044,0.1312,4.8847,83.099,130.9045,100.1446
15/9-F-1 B,3292.6,9.9905,2.1983,0.1373,4.8212,83.0968,131.345,93.4508
15/9-F-1 B,3292.7,9.4617,2.1901,0.1374,4.7744,83.1016,131.7211,85.4727
15/9-F-1 B,3292.8,10.3941,2.1823,0.1429,4.7597,83.0729,132.0427,78.0861
15/9-F-1 B,3292.9,11.493,2.1771,0.1434,4.7688,83.0033,132.2988,69.0896
15/9-F-1 B,3293.0,11.0958,2.1749,0.1397,4.7767,82.7652,132.2535,63.7925
15/9-F-1 B,3293.1,10.7673,2.1741,0.1432,4.7629,82.5216,132.0677,55.0514
15/9-F-1 B,3293.2,10.788,2.1736,0.1441,4.7364,82.2865,131.7121,46.1027
15/9-F-1 B,3293.3,11.1206,2.1743,0.1449,4.7299,81.8658,131.3824,37.2248
15/9-F-1 B,3293.4,12.211,2.1774,0.1452,4.7783,81.3856,130.8764,32.2164
15/9-F-1 B,3293.5,12.3475,2.1835,0.1419,4.8741,80.8416,130.0536,28.4838
15/9-F-1 B,3293.6,11.3937,2.1904,0.142,4.9757,80.1,129.0604,24.268
15/9-F-1 B,3293.7,11.2697,2.1959,0.1415,5.0468,79.2071,127.7859,20.8979
15/9-F-1 B,3293.8,10.6493,2.1989,0.1397,5.0741,78.0724,125.9767,17.3178
15/9-F-1 B,3293.9,11.7059,2.2007,0.1402,5.0533,77.2623,124.5799,13.7573
15/9-F-1 B,3294.0,11.4615,2.205,0.1365,5.0152,76.6621,123.4905,7.1035
15/9-F-1 B,3294.1,11.567,2.2151,0.1312,5.0152,76.399,122.9429,3.7623
15/9-F-1 B,3294.2,12.498,2.2336,0.1239,5.1046,76.3176,122.9331,3.9743
15/9-F-1 B,3294.3,14.7096,2.2631,0.114,5.282,76.3521,123.1958,5.1043
15/9-F-1 B,3294.4,19.0404,2.3018,0.1113,5.4762,76.5721,123.7585,5.8861
15/9-F-1 B,3294.5,23.5208,2.3409,0.1156,5.5723,76.8404,124.7766,6.618
15/9-F-1 B,3294.6,25.1547,2.3666,0.1261,5.5207,77.2007,126.0755,6.566
15/9-F-1 B,3294.7,27.5971,2.3668,0.1418,5.3652,77.8998,127.7513,6.0487
15/9-F-1 B,3294.8,29.3483,2.3424,0.1511,5.2103,78.8496,129.4108,5.4712
15/9-F-1 B,3294.9,31.6141,2.3121,0.153,5.1581,79.9227,130.9926,4.9859
15/9-F-1 B,3295.0,32.3997,2.2957,0.1552,5.2141,80.8926,132.0949,4.5473
15/9-F-1 B,3295.1,35.0439,2.2976,0.1589,5.3063,81.6093,132.8415,4.243
15/9-F-1 B,3295.2,33.0608,2.3073,0.1588,5.3653,82.146,133.3669,4.1029
15/9-F-1 B,3295.3,28.9115,2.3136,0.1592,5.3568,82.5734,134.1091,4.2407
15/9-F-1 B,3295.4,28.2558,2.3099,0.1602,5.2825,82.8164,134.4709,4.2825
15/9-F-1 B,3295.5,28.8619,2.2966,0.1618,5.1758,82.9067,134.5267,4.0985
15/9-F-1 B,3295.6,30.1131,2.2795,0.1641,5.0973,82.9473,134.7582,3.9689
15/9-F-1 B,3295.7,32.5263,2.2662,0.1675,5.0829,82.9884,134.7885,3.9442
15/9-F-1 B,3295.8,34.8728,2.2604,0.1715,5.1199,83.0317,134.6223,4.0779
15/9-F-1 B,3295.9,36.4245,2.2631,0.1741,5.1687,83.2727,134.8136,4.1493
15/9-F-1 B,3296.0,38.3405,2.2721,0.174,5.1983,83.4494,135.1116,4.1962
15/9-F-1 B,3296.1,40.688,2.2855,0.172,5.2219,83.5426,135.5295,4.3043
15/9-F-1 B,3296.2,39.3484,2.2994,0.1705,5.2601,83.586,136.2687,4.1761
15/9-F-1 B,3296.3,39.3776,2.3096,0.1698,5.3126,83.646,136.9537,3.989
15/9-F-1 B,3296.4,41.0501,2.3143,0.1698,5.3625,83.7389,137.5222,3.9595
15/9-F-1 B,3296.5,44.5318,2.3138,0.1669,5.387,84.1459,138.0382,3.9875
15/9-F-1 B,3296.6,45.7554,2.3103,0.1683,5.3829,84.5709,138.501,3.953
15/9-F-1 B,3296.7,47.4124,2.3061,0.1743,5.3616,84.9524,138.8817,3.9426
15/9-F-1 B,3296.8,48.8387,2.3028,0.1778,5.3476,85.3999,139.2181,3.9314
15/9-F-1 B,3296.9,47.4929,2.3001,0.1812,5.3463,85.8134,139.5564,3.893
15/9-F-1 B,3297.0,45.9352,2.2966,0.1842,5.3471,86.1233,139.9188,3.8244
15/9-F-1 B,3297.1,44.6102,2.2918,0.187,5.3343,86.5384,140.2706,3.7714
15/9-F-1 B,3297.2,44.9612,2.2867,0.1899,5.3135,86.977,140.5885,3.7811
15/9-F-1 B,3297.3,44.9617,2.2827,0.1927,5.307,87.3987,140.8204,3.7763
15/9-F-1 B,3297.4,45.2372,2.2805,0.1957,5.3233,87.6173,141.0958,3.6708
15/9-F-1 B,3297.5,45.9114,2.2808,0.1984,5.3438,87.6425,141.2682,3.5207
15/9-F-1 B,3297.6,44.7003,2.2832,0.2012,5.3511,87.2282,141.0081,3.3111
15/9-F-1 B,3297.7,46.3139,2.2877,0.2009,5.3513,86.6095,140.438,3.1007
15/9-F-1 B,3297.8,46.3279,2.2931,0.2027,5.3642,85.8558,139.6033,2.9632
15/9-F-1 B,3297.9,46.0626,2.2975,0.2011,5.3972,84.8933,138.1542,2.7799
15/9-F-1 B,3298.0,45.8224,2.3013,0.1952,5.4511,83.9073,136.5557,2.7267
15/9-F-1 B,3298.1,44.2917,2.3064,0.1857,5.5144,82.8779,134.8458,2.8364
15/9-F-1 B,3298.2,43.3192,2.3163,0.1759,5.5782,81.6304,132.9392,3.1556
15/9-F-1 B,3298.3,42.9996,2.3313,0.1688,5.6326,80.3034,131.4763,3.5334
15/9-F-1 B,3298.4,42.8059,2.3474,0.1679,5.6682,78.9804,130.3647,3.799
15/9-F-1 B,3298.5,43.1377,2.3602,0.1624,5.675,78.3816,129.8447,3.9031
15/9-F-1 B,3298.6,41.1692,2.3662,0.1602,5.6611,77.9917,129.7176,4.0454
15/9-F-1 B,3298.7,40.4158,2.3669,0.1571,5.6444,77.7824,129.9167,4.0922
15/9-F-1 B,3298.8,41.8541,2.366,0.1528,5.6325,77.8036,130.0718,3.9779
15/9-F-1 B,3298.9,42.2401,2.3661,0.1472,5.6329,77.7833,130.4175,3.9135
15/9-F-1 B,3299.0,42.1404,2.3677,0.1416,5.6438,77.7213,130.952,4.1975
15/9-F-1 B,3299.1,41.6663,2.37,0.1369,5.6558,77.7137,131.0892,4.6838
15/9-F-1 B,3299.2,37.5885,2.372,0.1338,5.6512,77.7581,131.1488,5.4621
15/9-F-1 B,3299.3,33.4021,2.371,0.1318,5.6136,77.8639,131.1278,6.4801
15/9-F-1 B,3299.4,29.7066,2.3649,0.1302,5.5544,77.9143,131.0883,7.0401
15/9-F-1 B,3299.5,27.6617,2.356,0.1317,5.5168,78.1702,131.1539,7.0721
15/9-F-1 B,3299.6,26.5903,2.3492,0.1304,5.508,78.7411,131.3804,6.8329
15/9-F-1 B,3299.7,25.8239,2.346,0.1311,5.5066,79.7073,131.942,6.4831
15/9-F-1 B,3299.8,26.5116,2.3442,0.1363,5.5007,80.7935,132.7641,6.2127
15/9-F-1 B,3299.9,26.8546,2.3431,0.1473,5.5116,81.9942,133.9761,5.9043
15/9-F-1 B,3300.0,31.0516,2.3439,0.162,5.5509,82.9456,135.5686,5.3654
15/9-F-1 B,3300.1,35.4568,2.3453,0.1748,5.5858,83.8245,137.3057,4.7676
15/9-F-1 B,3300.2,38.7474,2.341,0.188,5.5675,84.655,139.1848,4.5081
15/9-F-1 B,3300.3,40.045,2.326,0.1992,5.4969,85.2879,140.3597,4.3194
15/9-F-1 B,3300.4,38.0409,2.305,0.2012,5.4405,85.827,141.1122,4.2123
15/9-F-1 B,3300.5,38.8143,2.2867,0.1973,5.4452,86.2538,141.2222,4.1167
15/9-F-1 B,3300.6,39.1346,2.2761,0.1911,5.4884,86.2197,140.7754,4.0528
15/9-F-1 B,3300.7,39.2041,2.2718,0.1813,5.5206,86.0073,140.0468,3.9981
15/9-F-1 B,3300.8,38.837,2.2715,0.1756,5.5191,85.7586,139.0294,4.0649
15/9-F-1 B,3300.9,38.7227,2.2745,0.1711,5.499,85.4741,138.2345,4.1872
15/9-F-1 B,3301.0,38.0152,2.2801,0.1688,5.4939,85.2108,137.6157,4.3478
15/9-F-1 B,3301.1,38.3108,2.286,0.1694,5.5208,85.1373,137.3717,4.5821
15/9-F-1 B,3301.2,37.7922,2.2892,0.1726,5.5691,85.0849,137.3908,4.668
15/9-F-1 B,3301.3,34.9732,2.2876,0.1804,5.6169,85.0532,137.5521,4.7257
15/9-F-1 B,3301.4,32.7142,2.282,0.1852,5.6581,85.0853,137.6538,4.7975
15/9-F-1 B,3301.5,33.1014,2.2753,0.185,5.7044,85.0757,137.6257,4.9479
15/9-F-1 B,3301.6,32.7063,2.2704,0.1888,5.7625,85.0305,137.4846,5.2338
15/9-F-1 B,3301.7,32.6685,2.2687,0.184,5.8297,84.896,137.0449,5.4675
15/9-F-1 B,3301.8,30.9429,2.2706,0.1816,5.8756,84.6805,136.633,5.4931
15/9-F-1 B,3301.9,31.3931,2.2755,0.1792,5.8736,84.3912,136.2362,5.4983
15/9-F-1 B,3302.0,32.8188,2.2829,0.1784,5.8287,83.8823,135.4965,5.375
15/9-F-1 B,3302.1,32.7708,2.292,0.1832,5.7779,83.3352,134.8527,5.3349
15/9-F-1 B,3302.2,30.3427,2.302,0.1833,5.7613,82.75,134.31,5.3183
15/9-F-1 B,3302.3,31.1384,2.3108,0.1872,5.7938,82.3214,134.0885,5.3721
15/9-F-1 B,3302.4,31.5363,2.3169,0.1898,5.8491,82.0134,134.0863,5.462
15/9-F-1 B,3302.5,31.0955,2.3205,0.19,5.9027,81.8502,134.3446,5.5654
15/9-F-1 B,3302.6,31.5992,2.3219,0.1909,5.9282,81.86,134.7647,5.6819
15/9-F-1 B,3302.7,31.3939,2.3217,0.1867,5.9231,81.9435,135.2224,5.6854
15/9-F-1 B,3302.8,30.7793,2.3201,0.1816,5.909,82.1139,135.709,5.7264
15/9-F-1 B,3302.9,29.7537,2.3174,0.1745,5.9061,82.0749,135.4201,5.8347
15/9-F-1 B,3303.0,30.5546,2.314,0.1733,5.9173,82.0064,135.0432,5.8856
15/9-F-1 B,3303.1,30.1477,2.3105,0.1746,5.9333,81.9385,134.7128,5.874
15/9-F-1 B,3303.2,29.2937,2.308,0.1771,5.9328,81.7177,134.2305,5.8068
15/9-F-1 B,3303.3,28.2888,2.3072,0.1788,5.9242,81.4238,133.7136,5.7796
15/9-F-1 B,3303.4,27.4186,2.3077,0.1783,5.9408,81.0336,133.187,5.7814
15/9-F-1 B,3303.5,28.299,2.3091,0.1748,6.0007,80.2329,132.0612,5.7431
15/9-F-1 B,3303.6,29.2493,2.312,0.1704,6.0883,79.0893,130.6024,5.7858
15/9-F-1 B,3303.7,28.765,2.3162,0.1575,6.1651,77.2912,128.6677,5.8692
15/9-F-1 B,3303.8,26.7984,2.3206,0.1398,6.2368,75.2948,125.5356,6.0934
15/9-F-1 B,3303.9,27.4809,2.3286,0.1168,6.3826,73.2975,121.8968,6.4434
15/9-F-1 B,3304.0,28.7454,2.3539,0.0984,6.6641,71.5782,118.0265,6.8283
15/9-F-1 B,3304.1,29.0012,2.4213,0.0822,7.0987,69.9221,113.6739,7.3267
15/9-F-1 B,3304.2,28.6881,2.5436,0.0746,7.5662,68.3422,109.6489,7.7798
15/9-F-1 B,3304.3,29.2257,2.6877,0.0681,7.9061,67.0045,108.5006,8.0857
15/9-F-1 B,3304.4,30.2704,2.7911,0.0632,8.0709,65.6497,106.6874,8.3115
15/9-F-1 B,3304.5,29.6478,2.8225,0.06,8.1004,64.3059,104.5799,8.4631
15/9-F-1 B,3304.6,30.7037,2.7988,0.0595,8.0008,63.1278,103.1837,8.5927
15/9-F-1 B,3304.7,33.3908,2.7571,0.0603,7.7627,62.3207,101.9364,8.4956
15/9-F-1 B,3304.8,36.9958,2.7216,0.0658,7.424,61.8088,100.8592,8.2789
15/9-F-1 B,3304.9,38.6329,2.6978,0.0734,7.1102,61.7518,100.6837,8.2422
15/9-F-1 B,3305.0,39.6714,2.6809,0.0842,6.9097,61.9372,100.6701,8.2493
15/9-F-1 B,3305.1,40.6955,2.6687,0.0961,6.8341,62.3382,100.8172,8.1662
15/9-F-1 B,3305.2,43.9375,2.6616,0.1134,6.8468,63.0933,102.013,8.0643
15/9-F-1 B,3305.3,47.3365,2.6602,0.1269,6.9716,63.5712,102.9513,7.2044
15/9-F-1 B,3305.4,51.3409,2.6677,0.13,7.2576,63.7566,103.6264,6.4059
15/9-F-1 B,3305.5,57.3517,2.6912,0.1251,7.6992,63.4201,104.9027,6.0153
15/9-F-1 B,3305.6,62.2219,2.7345,0.1139,8.1465,62.8377,105.865,5.5726
15/9-F-1 B,3305.7,63.7655,2.7913,0.1027,8.4302,61.9694,106.4011,4.6446
15/9-F-1 B,3305.8,58.735,2.8473,0.0973,8.5317,61.0128,106.6894,4.2917
15/9-F-1 B,3305.9,47.0121,2.8857,0.0979,8.5874,60.1127,106.4679,5.084
15/9-F-1 B,3306.0,36.9432,2.9011,0.1027,8.6952,59.3144,105.4966,5.513
15/9-F-1 B,3306.1,28.5708,2.9013,0.109,8.7941,58.8661,104.2252,5.8006
15/9-F-1 B,3306.2,25.0963,2.8942,0.1145,8.7521,58.6318,102.7038,6.014
15/9-F-1 B,3306.3,26.2018,2.8803,0.1169,8.5188,58.7031,100.8074,5.3833
15/9-F-1 B,3306.4,33.1571,2.8582,0.1146,8.156,59.1477,100.0833,4.1716
15/9-F-1 B,3306.5,42.0355,2.8295,0.1084,7.7711,59.783,99.9092,3.8189
15/9-F-1 B,3306.6,45.1194,2.8004,0.1007,7.4577,60.6741,100.4222,3.9975
15/9-F-1 B,3306.7,44.8959,2.7737,0.0939,7.2517,61.7256,101.217,5.2146
15/9-F-1 B,3306.8,44.4261,2.7497,0.089,7.1377,62.8036,101.8935,6.514
15/9-F-1 B,3306.9,44.4698,2.7277,0.0856,7.0937,63.8183,101.9721,6.6186
15/9-F-1 B,3307.0,44.7817,2.7098,0.0831,7.0942,64.596,102.0166,6.6583
15/9-F-1 B,3307.1,43.2009,2.6995,0.0807,7.1139,65.2083,102.0087,6.8907
15/9-F-1 B,3307.2,40.4619,2.6978,0.0776,7.1305,65.5265,101.8437,6.9896
15/9-F-1 B,3307.3,38.1242,2.7034,0.0739,7.132,65.6797,101.2862,7.0408
15/9-F-1 B,3307.4,33.7762,2.712,0.0711,7.1355,65.7203,100.6719,7.5598
15/9-F-1 B,3307.5,31.9463,2.7177,0.0719,7.1611,65.5772,100.7606,8.4188
15/9-F-1 B,3307.6,33.0305,2.7169,0.0766,7.2009,65.2626,101.1329,8.5712
15/9-F-1 B,3307.7,34.8039,2.7098,0.0809,7.2273,64.8157,101.7628,8.3577
15/9-F-1 B,3307.8,38.343,2.7005,0.0853,7.2293,64.1184,103.1237,7.8854
15/9-F-1 B,3307.9,40.3707,2.6939,0.088,7.2175,63.4099,104.3655,7.6126
15/9-F-1 B,3308.0,40.6901,2.6911,0.0862,7.1998,62.698,105.5077,7.0873
15/9-F-1 B,3308.1,40.3178,2.6917,0.0834,7.1824,62.0577,106.436,7.0731
15/9-F-1 B,3308.2,39.6769,2.6959,0.0806,7.1742,61.5972,107.0968,7.3529
15/9-F-1 B,3308.3,39.9312,2.7035,0.0777,7.183,61.298,107.5235,7.5096
15/9-F-1 B,3308.4,37.021,2.7129,0.0745,7.198,61.2203,108.3225,7.6904
15/9-F-1 B,3308.5,34.9991,2.7171,0.0716,7.1666,61.2321,108.4608,7.7578
15/9-F-1 B,3308.6,36.6487,2.7094,0.0692,7.047,61.3389,107.9002,7.9325
15/9-F-1 B,3308.7,37.0829,2.691,0.0679,6.8575,61.5992,106.5464,8.1637
15/9-F-1 B,3308.8,36.6546,2.6712,0.0675,6.6751,61.947,105.2179,8.2599
15/9-F-1 B,3308.9,38.4552,2.6577,0.0683,6.5631,62.398,103.9677,8.3032
15/9-F-1 B,3309.0,40.3738,2.6502,0.0682,6.5317,62.7812,103.1863,8.4032
15/9-F-1 B,3309.1,41.8827,2.6441,0.0712,6.5723,62.9879,102.843,9.3421
15/9-F-1 B,3309.2,42.5302,2.6366,0.0768,6.657,62.9262,103.1182,10.4441
15/9-F-1 B,3309.3,44.1112,2.6298,0.08,6.7425,62.4357,104.0951,10.5942
15/9-F-1 B,3309.4,45.4369,2.6251,0.0803,6.7911,61.9862,105.2511,10.6278
15/9-F-1 B,3309.5,46.5026,2.6222,0.0837,6.8032,61.7486,106.5336,9.7036
15/9-F-1 B,3309.6,49.9789,2.62,0.0898,6.8092,62.0619,107.2493,8.3457
15/9-F-1 B,3309.7,52.0982,2.6158,0.099,6.8377,62.677,107.6198,7.5806
15/9-F-1 B,3309.8,53.8499,2.6063,0.1071,6.9035,63.7148,107.4711,7.249
15/9-F-1 B,3309.9,54.4847,2.5887,0.1115,6.9894,64.6674,107.1826,7.875
15/9-F-1 B,3310.0,57.7071,2.5664,0.1076,7.0707,65.5114,106.845,9.2793
15/9-F-1 B,3310.1,58.7609,2.5488,0.1032,7.1313,66.102,106.4863,8.9044
15/9-F-1 B,3310.2,54.2372,2.5488,0.1041,7.1704,66.4327,106.1426,6.3005
15/9-F-1 B,3310.3,51.2833,2.5692,0.1096,7.2027,66.6383,106.057,4.6935
15/9-F-1 B,3310.4,49.0874,2.6016,0.1225,7.213,66.7461,106.9789,4.853
15/9-F-1 B,3310.5,49.9381,2.6294,0.1338,7.168,66.805,108.2759,5.4548
15/9-F-1 B,3310.6,54.803,2.6399,0.1444,7.0421,66.8467,109.8471,5.4864
15/9-F-1 B,3310.7,60.9591,2.6312,0.1502,6.8512,66.9238,111.921,4.7876
15/9-F-1 B,3310.8,64.7736,2.609,0.1521,6.6628,66.9807,113.6356,4.3703
15/9-F-1 B,3310.9,67.7574,2.5817,0.1461,6.5424,67.0193,115.0647,3.7435
15/9-F-1 B,3311.0,69.7231,2.5599,0.1333,6.5177,67.0026,115.901,3.0326
15/9-F-1 B,3311.1,68.2299,2.5528,0.1176,6.5661,66.854,116.2304,2.4951
15/9-F-1 B,3311.2,58.9063,2.5668,0.1068,6.6099,66.5998,116.1889,1.964
15/9-F-1 B,3311.3,49.6028,2.5808,0.0959,6.653,66.2002,116.1531,2.3879
15/9-F-1 B,3311.4,43.7708,2.5926,0.0899,6.5984,65.8137,115.8257,2.9622
